,PROD#,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15
0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,5.0,0.0,0.0,5.0,5.0,0.0,5.0,2.0,0.0,4.0,4.0,1.0,0.0,6.0
2,14,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0
3,15,13.0,2.0,0.0,17.0,16.0,9.0,12.0,11.0,0.0,9.0,14.0,12.0,16.0,16.0
4,24,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
5,26,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6,27,2.0,0.0,0.0,5.0,7.0,5.0,4.0,0.0,0.0,6.0,7.0,2.0,2.0,5.0
7,29,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8,34,21.0,1.0,0.0,41.0,38.0,25.0,33.0,21.0,0.0,38.0,28.0,38.0,32.0,38.0
9,37,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
10,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11,50,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0
12,53,3.0,0.0,0.0,2.0,3.0,3.0,5.0,0.0,0.0,7.0,1.0,5.0,3.0,7.0
13,54,0.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0
14,57,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
15,66,1.0,0.0,0.0,5.0,4.0,1.0,3.0,3.0,0.0,1.0,3.0,2.0,3.0,4.0
16,67,14.0,1.0,0.0,13.0,21.0,20.0,12.0,8.0,0.0,22.0,10.0,14.0,11.0,16.0
17,71,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,72,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0
19,75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
20,76,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
21,82,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,3.0,4.0,4.0
22,86,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
23,87,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0
24,119,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0
25,122,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
26,123,2.0,0.0,0.0,8.0,3.0,1.0,6.0,3.0,0.0,4.0,1.0,2.0,4.0,8.0
27,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,158,3.0,2.0,0.0,8.0,8.0,2.0,12.0,4.0,1.0,8.0,7.0,6.0,1.0,10.0
29,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
31,184,3.0,0.0,0.0,8.0,2.0,3.0,3.0,4.0,0.0,4.0,2.0,3.0,5.0,5.0
32,210,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
33,212,32.0,1.0,0.0,46.0,51.0,26.0,57.0,24.0,0.0,46.0,30.0,46.0,30.0,56.0
34,355,10.0,3.0,0.0,8.0,12.0,7.0,22.0,11.0,3.0,15.0,10.0,13.0,11.0,14.0
35,368,1.0,0.0,1.0,2.0,3.0,2.0,6.0,1.0,0.0,5.0,4.0,5.0,2.0,2.0
36,414,3.0,0.0,0.0,1.0,4.0,1.0,6.0,3.0,0.0,7.0,5.0,2.0,1.0,7.0
37,417,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,459,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0
39,465,6.0,0.0,0.0,7.0,4.0,6.0,8.0,3.0,0.0,8.0,0.0,7.0,5.0,6.0
40,468,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0
41,485,8.0,0.0,0.0,16.0,20.0,9.0,18.0,4.0,0.0,23.0,10.0,24.0,9.0,24.0
42,488,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,489,1.0,0.0,0.0,4.0,4.0,1.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0
44,494,2.0,0.0,0.0,3.0,4.0,1.0,4.0,3.0,0.0,7.0,1.0,1.0,2.0,2.0
45,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
46,501,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
47,502,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
48,503,0.0,0.0,0.0,56.0,18.0,3.0,7.0,0.0,0.0,15.0,52.0,13.0,7.0,6.0
49,515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
50,530,6.0,0.0,0.0,9.0,11.0,2.0,10.0,5.0,0.0,8.0,5.0,7.0,4.0,9.0
51,554,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
52,618,15.0,3.0,0.0,24.0,17.0,10.0,30.0,12.0,0.0,24.0,13.0,18.0,10.0,28.0
53,626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,645,2.0,0.0,0.0,8.0,9.0,3.0,7.0,1.0,0.0,4.0,7.0,4.0,3.0,2.0
55,647,2.0,0.0,0.0,6.0,7.0,10.0,5.0,5.0,0.0,8.0,8.0,9.0,5.0,8.0
56,649,9.0,1.0,0.0,9.0,6.0,4.0,13.0,6.0,0.0,7.0,2.0,4.0,6.0,11.0
57,668,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0
58,699,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,700,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
60,702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
61,703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,709,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
65,712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,722,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
69,729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,730,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,746,0.0,0.0,1.0,6.0,6.0,1.0,2.0,3.0,0.0,7.0,2.0,3.0,2.0,2.0
72,844,2.0,2.0,0.0,15.0,17.0,8.0,28.0,6.0,1.0,22.0,6.0,17.0,10.0,17.0
73,851,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
74,853,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
75,854,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
76,856,2.0,0.0,0.0,2.0,3.0,2.0,6.0,3.0,0.0,2.0,4.0,4.0,1.0,5.0
77,857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
78,877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
79,880,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0
80,881,1.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,2.0
81,887,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0
82,891,1.0,0.0,0.0,1.0,9.0,1.0,6.0,2.0,0.0,5.0,0.0,6.0,3.0,9.0
83,892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
84,894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,895,1.0,0.0,0.0,5.0,11.0,2.0,7.0,4.0,0.0,5.0,4.0,4.0,5.0,5.0
86,925,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,3.0
87,929,3.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,4.0,3.0
88,936,4.0,1.0,0.0,7.0,3.0,4.0,4.0,5.0,1.0,2.0,3.0,4.0,2.0,5.0
89,970,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
90,976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,999,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
92,1000,4.0,0.0,1.0,9.0,5.0,6.0,3.0,2.0,3.0,8.0,3.0,7.0,4.0,8.0
93,1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
94,1005,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,1006,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
96,1007,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0
97,1008,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,1010,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
99,1016,10.0,1.0,0.0,17.0,4.0,8.0,11.0,9.0,2.0,14.0,6.0,6.0,9.0,13.0
100,1019,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0
101,1025,44.0,3.0,0.0,41.0,40.0,29.0,54.0,33.0,0.0,33.0,32.0,36.0,52.0,52.0
102,1027,46.0,6.0,0.0,42.0,42.0,42.0,79.0,28.0,5.0,47.0,31.0,38.0,40.0,64.0
103,1030,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
104,1034,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,4.0,1.0,3.0
105,1035,15.0,1.0,0.0,18.0,19.0,19.0,27.0,17.0,2.0,22.0,17.0,16.0,26.0,21.0
106,1040,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
107,1041,11.0,3.0,0.0,14.0,10.0,16.0,22.0,14.0,2.0,13.0,14.0,16.0,14.0,20.0
108,1042,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
109,1043,8.0,2.0,0.0,15.0,13.0,13.0,13.0,9.0,0.0,20.0,7.0,18.0,10.0,10.0
110,1044,2.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0
111,1045,9.0,2.0,1.0,11.0,13.0,11.0,19.0,9.0,2.0,17.0,6.0,19.0,9.0,15.0
112,1046,44.0,1.0,0.0,70.0,100.0,64.0,84.0,37.0,2.0,99.0,47.0,87.0,56.0,93.0
113,1048,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
114,1050,2.0,1.0,0.0,2.0,5.0,1.0,3.0,9.0,1.0,2.0,0.0,5.0,2.0,3.0
115,1051,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,4.0
116,1055,3.0,0.0,0.0,6.0,7.0,4.0,13.0,1.0,0.0,7.0,5.0,3.0,4.0,8.0
117,1056,28.0,1.0,0.0,69.0,68.0,53.0,76.0,37.0,1.0,64.0,49.0,52.0,50.0,73.0
118,1057,7.0,1.0,0.0,11.0,13.0,5.0,14.0,6.0,0.0,12.0,6.0,7.0,1.0,18.0
119,1061,22.0,1.0,0.0,45.0,36.0,27.0,35.0,15.0,3.0,50.0,12.0,28.0,28.0,41.0
120,1065,3.0,0.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,3.0,1.0,3.0,3.0,4.0
121,1068,7.0,2.0,0.0,4.0,10.0,5.0,6.0,6.0,0.0,9.0,3.0,10.0,5.0,11.0
122,1069,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
123,1070,8.0,1.0,0.0,10.0,9.0,10.0,10.0,10.0,2.0,10.0,7.0,8.0,7.0,9.0
124,1071,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0
125,1072,5.0,2.0,1.0,6.0,12.0,14.0,8.0,8.0,1.0,7.0,7.0,10.0,7.0,11.0
126,1073,1.0,0.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0
127,1078,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
128,1080,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0
129,1081,29.0,4.0,1.0,31.0,32.0,24.0,31.0,23.0,1.0,34.0,19.0,36.0,21.0,34.0
130,1082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
131,1083,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
132,1084,2.0,1.0,0.0,5.0,8.0,3.0,9.0,1.0,0.0,4.0,9.0,2.0,6.0,5.0
133,1085,37.0,0.0,2.0,50.0,64.0,33.0,66.0,35.0,0.0,63.0,44.0,57.0,42.0,62.0
134,1086,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0
135,1087,11.0,2.0,0.0,23.0,20.0,11.0,25.0,15.0,0.0,24.0,21.0,19.0,20.0,31.0
136,1092,2.0,0.0,0.0,3.0,4.0,1.0,6.0,1.0,1.0,5.0,5.0,12.0,1.0,10.0
137,1094,11.0,1.0,0.0,12.0,33.0,10.0,36.0,10.0,1.0,29.0,8.0,26.0,9.0,33.0
138,1095,20.0,1.0,0.0,63.0,46.0,33.0,61.0,17.0,1.0,64.0,35.0,43.0,23.0,59.0
139,1096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,1098,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,6.0
141,1101,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,1.0
142,1125,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0
143,1130,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
144,1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
145,1140,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
146,1147,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0
147,1156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,1157,2.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0
149,1168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,1194,11.0,2.0,0.0,11.0,10.0,8.0,10.0,11.0,1.0,8.0,6.0,7.0,11.0,11.0
151,1196,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
152,1204,5.0,2.0,0.0,2.0,4.0,1.0,5.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0
153,1205,15.0,4.0,1.0,15.0,14.0,8.0,17.0,11.0,0.0,17.0,6.0,8.0,7.0,17.0
154,1206,16.0,1.0,0.0,13.0,16.0,12.0,16.0,13.0,0.0,18.0,7.0,11.0,14.0,15.0
155,1213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
156,1214,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
157,1216,18.0,2.0,1.0,50.0,29.0,34.0,45.0,14.0,0.0,43.0,37.0,35.0,26.0,53.0
158,1218,0.0,0.0,0.0,4.0,1.0,2.0,4.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0
159,1219,65.0,7.0,3.0,118.0,141.0,89.0,137.0,59.0,4.0,154.0,98.0,124.0,102.0,122.0
160,1221,4.0,1.0,0.0,6.0,1.0,5.0,0.0,4.0,1.0,0.0,6.0,5.0,4.0,2.0
161,1224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
162,1229,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
163,1230,23.0,0.0,0.0,32.0,30.0,18.0,24.0,21.0,0.0,20.0,32.0,24.0,29.0,26.0
164,1231,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
165,1234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,1235,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0
167,1236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
168,1237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
169,1240,1.0,0.0,0.0,3.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0
170,1260,9.0,0.0,0.0,13.0,9.0,9.0,15.0,14.0,0.0,14.0,2.0,14.0,12.0,13.0
171,1268,6.0,1.0,0.0,5.0,4.0,3.0,8.0,4.0,1.0,6.0,2.0,4.0,5.0,5.0
172,1269,9.0,3.0,0.0,21.0,10.0,9.0,16.0,8.0,3.0,17.0,9.0,16.0,9.0,15.0
173,1270,16.0,2.0,0.0,19.0,17.0,12.0,27.0,13.0,1.0,22.0,11.0,8.0,13.0,28.0
174,1271,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
175,1275,33.0,2.0,0.0,40.0,36.0,35.0,50.0,26.0,0.0,35.0,30.0,31.0,40.0,63.0
176,1280,2.0,0.0,0.0,8.0,14.0,5.0,8.0,1.0,0.0,14.0,4.0,7.0,5.0,9.0
177,1284,8.0,0.0,0.0,17.0,23.0,8.0,15.0,3.0,0.0,18.0,10.0,15.0,8.0,21.0
178,1285,8.0,2.0,0.0,21.0,27.0,16.0,29.0,7.0,2.0,21.0,12.0,20.0,12.0,29.0
179,1287,4.0,0.0,0.0,3.0,6.0,0.0,6.0,2.0,0.0,2.0,2.0,2.0,0.0,5.0
180,1288,10.0,0.0,0.0,12.0,5.0,4.0,5.0,7.0,0.0,3.0,7.0,9.0,8.0,10.0
181,1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
182,1290,35.0,2.0,1.0,62.0,61.0,32.0,63.0,24.0,0.0,69.0,35.0,65.0,36.0,74.0
183,1292,86.0,7.0,0.0,101.0,111.0,88.0,151.0,77.0,3.0,112.0,86.0,93.0,88.0,133.0
184,1293,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0
185,1294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
186,1296,72.0,9.0,1.0,143.0,142.0,112.0,157.0,74.0,4.0,153.0,125.0,128.0,114.0,162.0
187,1297,5.0,1.0,0.0,6.0,7.0,4.0,5.0,4.0,1.0,9.0,5.0,2.0,3.0,9.0
188,1300,4.0,0.0,0.0,8.0,3.0,2.0,9.0,8.0,2.0,8.0,7.0,6.0,7.0,8.0
189,1306,5.0,1.0,0.0,11.0,8.0,1.0,7.0,3.0,0.0,4.0,7.0,5.0,5.0,7.0
190,1307,2.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0
191,1310,2.0,0.0,0.0,10.0,4.0,6.0,8.0,3.0,0.0,9.0,5.0,5.0,6.0,7.0
192,1312,16.0,2.0,0.0,25.0,28.0,19.0,38.0,9.0,2.0,26.0,13.0,23.0,21.0,34.0
193,1313,11.0,1.0,0.0,33.0,31.0,23.0,34.0,12.0,0.0,34.0,10.0,33.0,15.0,34.0
194,1314,48.0,1.0,0.0,97.0,86.0,50.0,104.0,37.0,1.0,87.0,58.0,79.0,54.0,101.0
195,1316,1.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,2.0,5.0,3.0,1.0,3.0
196,1317,4.0,0.0,0.0,11.0,6.0,12.0,10.0,4.0,1.0,10.0,4.0,8.0,7.0,12.0
197,1320,5.0,0.0,1.0,2.0,5.0,1.0,5.0,3.0,0.0,2.0,2.0,4.0,5.0,2.0
198,1321,3.0,0.0,0.0,10.0,8.0,2.0,6.0,0.0,0.0,9.0,4.0,3.0,1.0,2.0
199,1323,12.0,1.0,0.0,16.0,24.0,8.0,14.0,15.0,0.0,19.0,12.0,21.0,6.0,23.0
200,1326,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0
201,1328,4.0,0.0,0.0,18.0,15.0,4.0,21.0,1.0,0.0,24.0,3.0,13.0,5.0,19.0
202,1329,10.0,1.0,0.0,11.0,12.0,9.0,13.0,5.0,0.0,11.0,7.0,16.0,7.0,11.0
203,1330,72.0,4.0,1.0,110.0,103.0,96.0,142.0,58.0,3.0,93.0,99.0,96.0,89.0,148.0
204,1331,3.0,0.0,0.0,3.0,2.0,3.0,4.0,1.0,0.0,3.0,5.0,3.0,0.0,3.0
205,1332,2.0,0.0,0.0,3.0,2.0,4.0,5.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0
206,1335,76.0,10.0,1.0,115.0,129.0,89.0,154.0,66.0,1.0,146.0,77.0,96.0,61.0,130.0
207,1336,3.0,0.0,0.0,2.0,3.0,4.0,7.0,4.0,0.0,2.0,1.0,6.0,2.0,3.0
208,1337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
209,1340,38.0,1.0,0.0,53.0,50.0,28.0,54.0,30.0,0.0,49.0,33.0,40.0,32.0,55.0
210,1341,2.0,0.0,0.0,7.0,8.0,2.0,5.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0
211,1342,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,1343,4.0,0.0,0.0,10.0,5.0,3.0,10.0,5.0,1.0,9.0,6.0,8.0,5.0,13.0
213,1350,4.0,0.0,0.0,6.0,1.0,3.0,4.0,4.0,0.0,6.0,1.0,2.0,7.0,7.0
214,1352,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,1353,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
216,1354,3.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0
217,1355,12.0,0.0,0.0,17.0,16.0,9.0,16.0,7.0,0.0,15.0,13.0,10.0,12.0,23.0
218,1357,28.0,4.0,2.0,63.0,60.0,46.0,91.0,35.0,3.0,60.0,49.0,64.0,38.0,81.0
219,1358,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
220,1359,27.0,4.0,0.0,74.0,67.0,30.0,63.0,14.0,2.0,54.0,38.0,61.0,31.0,64.0
221,1360,10.0,0.0,0.0,27.0,30.0,21.0,24.0,12.0,0.0,30.0,9.0,33.0,13.0,21.0
222,1361,29.0,1.0,2.0,64.0,53.0,31.0,70.0,20.0,3.0,51.0,35.0,32.0,33.0,55.0
223,1363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
224,1364,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
225,1368,19.0,1.0,1.0,37.0,33.0,26.0,35.0,17.0,3.0,36.0,23.0,25.0,30.0,45.0
226,1369,14.0,1.0,0.0,10.0,8.0,12.0,3.0,16.0,0.0,5.0,10.0,8.0,12.0,4.0
227,1370,16.0,0.0,0.0,8.0,20.0,12.0,24.0,8.0,0.0,16.0,5.0,11.0,15.0,23.0
228,1371,6.0,0.0,0.0,7.0,7.0,2.0,6.0,4.0,0.0,8.0,2.0,7.0,2.0,11.0
