,PROD#,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15
1289,55911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1290,56502,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
1291,57175,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0
1292,59210,0.0,1.0,0.0,2.0,7.0,0.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0
1293,59225,6.0,3.0,0.0,8.0,16.0,2.0,5.0,7.0,0.0,11.0,9.0,5.0,7.0,11.0
1294,59339,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
1295,61000,4.0,1.0,0.0,9.0,6.0,6.0,11.0,1.0,0.0,9.0,2.0,8.0,5.0,11.0
1296,61205,1.0,0.0,0.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
1297,61207,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0
1298,61216,8.0,2.0,1.0,63.0,14.0,19.0,21.0,5.0,2.0,21.0,48.0,24.0,15.0,19.0
1299,61219,5.0,1.0,0.0,18.0,14.0,12.0,10.0,5.0,0.0,12.0,6.0,6.0,14.0,13.0
1300,61290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1301,61350,16.0,2.0,1.0,43.0,44.0,25.0,39.0,17.0,2.0,44.0,30.0,44.0,32.0,51.0
1302,61355,36.0,3.0,0.0,49.0,45.0,28.0,63.0,28.0,0.0,45.0,28.0,47.0,30.0,49.0
1303,61357,11.0,1.0,0.0,54.0,24.0,31.0,37.0,10.0,0.0,28.0,40.0,26.0,27.0,35.0
1304,61361,11.0,1.0,0.0,57.0,16.0,21.0,25.0,7.0,0.0,13.0,46.0,21.0,28.0,22.0
1305,61368,6.0,0.0,0.0,15.0,13.0,15.0,12.0,6.0,0.0,11.0,14.0,13.0,10.0,11.0
1306,61405,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0
1307,61418,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1308,61425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1309,61455,3.0,1.0,0.0,4.0,3.0,4.0,6.0,5.0,1.0,4.0,5.0,1.0,2.0,10.0
1310,62003,3.0,0.0,0.0,2.0,6.0,4.0,7.0,4.0,0.0,4.0,4.0,2.0,1.0,4.0
1311,62035,56.0,9.0,0.0,63.0,53.0,36.0,68.0,49.0,3.0,38.0,32.0,36.0,28.0,56.0
1312,62066,10.0,1.0,0.0,27.0,26.0,14.0,20.0,7.0,3.0,20.0,12.0,16.0,12.0,23.0
1313,62124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1314,63003,1.0,1.0,0.0,6.0,2.0,6.0,4.0,0.0,0.0,1.0,4.0,5.0,4.0,3.0
1315,63007,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0
1316,63008,0.0,0.0,0.0,13.0,10.0,2.0,13.0,1.0,0.0,15.0,4.0,11.0,2.0,12.0
1317,63009,12.0,3.0,0.0,13.0,9.0,12.0,10.0,6.0,0.0,7.0,12.0,9.0,5.0,8.0
1318,63017,0.0,0.0,0.0,3.0,3.0,3.0,8.0,1.0,0.0,2.0,4.0,5.0,4.0,4.0
1319,63045,14.0,1.0,1.0,17.0,8.0,16.0,13.0,8.0,0.0,15.0,8.0,18.0,8.0,19.0
1320,63073,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0
1321,63120,1.0,0.0,0.0,14.0,3.0,6.0,3.0,3.0,0.0,8.0,6.0,2.0,11.0,4.0
1322,63122,3.0,0.0,0.0,28.0,18.0,22.0,19.0,6.0,0.0,17.0,28.0,7.0,27.0,17.0
1323,63165,6.0,3.0,0.0,20.0,23.0,24.0,10.0,6.0,1.0,21.0,15.0,13.0,25.0,14.0
1324,63178,6.0,0.0,0.0,15.0,7.0,6.0,5.0,1.0,0.0,11.0,12.0,11.0,6.0,14.0
1325,63185,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
1326,63326,1.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,1.0,5.0
1327,63328,0.0,0.0,0.0,6.0,4.0,5.0,1.0,2.0,0.0,1.0,8.0,5.0,5.0,2.0
1328,63406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1329,63407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0
1330,65601,1.0,1.0,0.0,6.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0
1331,65602,0.0,2.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,2.0,0.0,2.0
1332,65603,3.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0
1333,66089,0.0,0.0,0.0,4.0,4.0,1.0,4.0,1.0,0.0,4.0,2.0,4.0,1.0,2.0
1334,66090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1335,66091,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0
1336,66096,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,66099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,66100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,66129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1340,66130,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1341,66131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1342,66140,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
1343,66501,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
1344,66666,0.0,0.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,4.0,0.0,5.0,1.0,5.0
1345,66728,2.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0
1346,66737,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1347,66741,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
1348,66742,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1349,66744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1350,66745,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0
1351,66746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1352,66747,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0
1353,66827,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1354,66828,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,66833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1356,66835,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,66836,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,66903,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
1359,69225,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1360,69252,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1361,70067,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1362,71054,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
1363,71057,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0
1364,71058,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1365,71059,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0
1366,71060,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
1367,71207,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1368,71216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1369,71296,3.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0
1370,71300,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1371,71307,3.0,0.0,0.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0
1372,71324,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,71335,1.0,0.0,0.0,4.0,9.0,3.0,7.0,1.0,0.0,10.0,3.0,5.0,4.0,3.0
1374,71357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,71361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1376,71438,7.0,0.0,0.0,9.0,9.0,1.0,9.0,7.0,0.0,12.0,6.0,9.0,3.0,8.0
1377,71602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1378,71608,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1379,72100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,72136,9.0,0.0,1.0,15.0,22.0,12.0,21.0,8.0,0.0,22.0,18.0,20.0,11.0,19.0
1381,73100,2.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0
1382,73103,2.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0
1383,73105,2.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0
1384,73109,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0
1385,73110,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0
1386,73112,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
1387,73116,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
1388,73120,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0
1389,73165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1390,73281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1391,74001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,74007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1393,74013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,74014,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1395,77106,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0
1396,77107,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0
1397,77108,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,3.0
1398,77109,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0
1399,77110,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0
1400,77111,1.0,0.0,0.0,5.0,7.0,1.0,1.0,5.0,0.0,9.0,1.0,6.0,2.0,4.0
1401,77112,0.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,1.0,4.0
1402,77113,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1403,77116,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1404,77118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1405,77120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1406,77124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1407,77126,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1408,77128,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,77129,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
1410,77131,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1411,77132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1412,77133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1413,77900,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
1414,77901,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
1415,77902,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
1416,77903,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
1417,77907,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
1418,79339,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0
1419,79421,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1420,80019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1421,80021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1422,81055,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1423,81070,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,81260,7.0,0.0,0.0,16.0,12.0,11.0,9.0,1.0,0.0,13.0,13.0,8.0,13.0,10.0
1425,81290,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0
1426,81330,0.0,0.0,0.0,3.0,9.0,4.0,6.0,5.0,0.0,8.0,0.0,7.0,2.0,3.0
1427,81332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1428,81361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1429,81362,2.0,0.0,1.0,6.0,6.0,2.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0
1430,81407,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1431,81460,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0
1432,81461,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1433,81498,21.0,0.0,0.0,14.0,28.0,12.0,19.0,23.0,0.0,28.0,15.0,30.0,15.0,23.0
1434,81580,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
1435,81602,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1436,81604,16.0,4.0,0.0,14.0,13.0,12.0,17.0,13.0,1.0,12.0,14.0,9.0,7.0,20.0
1437,81605,4.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,5.0,1.0,2.0,2.0,3.0
1438,81607,3.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,2.0,2.0
1439,81608,16.0,6.0,0.0,17.0,14.0,13.0,15.0,12.0,1.0,12.0,7.0,12.0,11.0,19.0
1440,81610,4.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,1.0
1441,82021,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1442,82099,0.0,0.0,1.0,8.0,8.0,2.0,0.0,0.0,0.0,1.0,11.0,4.0,1.0,0.0
1443,82174,0.0,0.0,0.0,2.0,3.0,1.0,6.0,1.0,0.0,2.0,1.0,5.0,3.0,6.0
1444,82175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1445,82222,2.0,1.0,0.0,2.0,8.0,2.0,9.0,2.0,1.0,13.0,2.0,5.0,2.0,9.0
1446,83049,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
1447,83090,0.0,1.0,0.0,0.0,4.0,1.0,4.0,3.0,0.0,3.0,2.0,3.0,5.0,3.0
1448,83177,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1449,83343,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1450,87607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1451,87608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1452,87610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1453,87611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1454,88102,4.0,0.0,1.0,13.0,18.0,3.0,21.0,4.0,0.0,15.0,9.0,14.0,3.0,12.0
1455,88120,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
1456,88200,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,88210,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,88212,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0
1459,88217,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
1460,88220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
1461,88222,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1462,88227,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1463,88228,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
1464,88229,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1465,88230,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
1466,88231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
1467,88233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1468,88235,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,88236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1470,88237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1471,88322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1472,88350,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1473,88902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,88905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,89252,3.0,0.0,0.0,2.0,4.0,2.0,7.0,0.0,0.0,6.0,0.0,2.0,4.0,2.0
1476,89258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,89801,0.0,0.0,0.0,12.0,8.0,2.0,15.0,2.0,0.0,22.0,1.0,7.0,5.0,21.0
1478,89802,2.0,0.0,0.0,19.0,13.0,5.0,22.0,1.0,0.0,26.0,4.0,22.0,5.0,27.0
1479,89803,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,89804,3.0,0.0,0.0,31.0,29.0,11.0,35.0,5.0,0.0,40.0,7.0,35.0,12.0,40.0
1481,89805,3.0,0.0,0.0,28.0,24.0,12.0,38.0,5.0,0.0,41.0,7.0,36.0,13.0,37.0
1482,89806,2.0,0.0,0.0,19.0,16.0,9.0,21.0,3.0,0.0,22.0,6.0,21.0,9.0,23.0
1483,89808,3.0,0.0,0.0,29.0,23.0,8.0,36.0,4.0,0.0,38.0,7.0,32.0,8.0,37.0
1484,89810,0.0,0.0,0.0,3.0,4.0,2.0,3.0,1.0,0.0,5.0,1.0,5.0,1.0,5.0
1485,89811,3.0,0.0,0.0,32.0,28.0,10.0,35.0,5.0,0.0,35.0,7.0,38.0,14.0,39.0
1486,89813,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0
1487,89815,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0
1488,89817,2.0,0.0,0.0,19.0,16.0,6.0,18.0,2.0,0.0,24.0,1.0,21.0,4.0,26.0
1489,89818,2.0,0.0,0.0,4.0,9.0,1.0,8.0,1.0,0.0,10.0,1.0,11.0,2.0,10.0
1490,89819,1.0,0.0,0.0,13.0,13.0,4.0,16.0,2.0,0.0,15.0,3.0,17.0,5.0,18.0
1491,89820,3.0,0.0,0.0,26.0,25.0,8.0,34.0,4.0,0.0,35.0,7.0,34.0,11.0,36.0
1492,89857,1.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,3.0,0.0,5.0
1493,90494,4.0,0.0,2.0,5.0,4.0,2.0,4.0,4.0,0.0,5.0,1.0,4.0,1.0,6.0
1494,91498,8.0,0.0,0.0,8.0,5.0,3.0,5.0,11.0,0.0,10.0,3.0,8.0,5.0,7.0
1495,92007,7.0,0.0,0.0,3.0,4.0,0.0,4.0,6.0,0.0,6.0,1.0,5.0,2.0,8.0
1496,92605,5.0,0.0,1.0,13.0,9.0,11.0,8.0,5.0,0.0,10.0,9.0,9.0,11.0,4.0
1497,93092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
1498,93102,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1499,93165,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0
1500,93178,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0
1501,93290,5.0,1.0,0.0,4.0,6.0,2.0,4.0,6.0,0.0,6.0,0.0,3.0,2.0,5.0
1502,93343,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
1503,95140,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1504,99041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
